"Id","LotFrontage","LotArea","OverallQual","OverallCond","YearBuilt","YearRemodAdd","TotalBsmtSF","GrLivArea","BedroomAbvGr","TotRmsAbvGrd","Fireplaces","GarageYrBlt","GarageCars","GarageArea","WoodDeckSF","SalePrice"
1022,64,7406,7,5,2006,2006,1199,1220,2,6,0,2006,2,632,105,194000
1023,52,9439,5,5,1930,1950,912,1248,2,6,0,1957,1,160,0,87000
1024,43,3182,7,5,2005,2006,1346,1504,2,7,1,2005,2,437,156,191000
1025,NA,15498,8,6,1976,1976,1565,2898,2,10,1,1976,2,665,0,287000
1026,70,7700,5,5,1972,1972,882,882,3,5,0,1980,2,461,96,112500
1027,73,9300,5,5,1960,1960,1268,1264,3,6,2,1960,2,461,0,167500
1028,71,9520,8,5,2007,2008,1638,1646,3,7,1,2008,3,800,192,293077
1029,79,9492,5,5,1941,1950,768,1376,3,6,1,1941,1,240,0,105000
1030,21,1680,6,7,1972,1972,672,1218,3,7,0,1972,1,264,0,118000
1031,NA,7082,5,8,1916,1995,686,1928,5,10,0,NA,0,0,0,160000
1032,102,15863,7,3,1920,1970,824,3082,5,12,2,1970,2,672,136,197000
1033,NA,14541,8,7,1993,1993,1338,2520,5,10,1,1993,3,796,209,310000
1034,NA,8125,7,5,2002,2002,1654,1654,3,6,0,2002,3,900,0,230000
1035,50,6305,5,7,1938,1950,920,954,2,5,1,1938,1,240,0,119750
1036,NA,11500,4,3,1957,1957,0,845,3,5,0,1957,1,290,186,84000
1037,89,12898,9,5,2007,2008,1620,1620,2,6,1,2008,3,912,228,315500
1038,NA,9240,8,5,2001,2002,1055,2263,3,7,1,2001,2,905,0,287000
1039,21,1533,4,6,1970,2008,546,1344,3,6,1,NA,0,0,0,97000
1040,21,1477,4,4,1970,1970,630,630,1,3,0,1970,1,286,0,80000
1041,88,13125,5,4,1957,2000,1134,1803,3,8,1,1957,2,484,0,155000
1042,NA,9130,6,8,1966,2000,800,1632,4,7,0,1966,2,484,0,173000
1043,34,5381,6,5,2005,2005,1306,1306,1,5,1,2005,2,624,170,196000
1044,86,11839,7,5,1990,1990,1475,2329,4,10,1,1990,2,514,192,262280
1045,80,9600,8,5,1981,1981,2524,2524,4,9,1,1981,2,542,474,278000
1046,NA,13680,3,5,1955,1955,0,1733,4,8,1,1955,2,452,0,139600
1047,85,16056,9,5,2005,2006,1992,2868,4,11,1,2005,3,716,214,556581
1048,57,9245,5,5,1994,1995,990,990,3,5,0,1996,2,672,0,145000
1049,100,21750,5,4,1960,2006,0,1771,3,9,1,1960,2,336,0,115000
1050,60,11100,4,7,1946,2006,0,930,2,6,0,1946,1,308,0,84900
1051,73,8993,7,5,2007,2007,1302,1302,3,6,0,2007,2,436,0,176485
1052,103,11175,7,5,2007,2007,1316,1316,3,6,1,2007,2,440,0,200141
1053,100,9500,6,6,1964,1978,816,1977,4,9,1,1964,2,540,0,165000
1054,68,8562,5,6,1957,2002,1216,1526,4,7,1,1957,1,364,116,144500
1055,90,11367,8,5,2002,2002,1065,1989,3,7,1,2002,2,586,199,255000
1056,104,11361,6,5,1976,1976,1193,1523,3,7,1,1976,2,478,0,180000
1057,43,7052,7,5,2005,2005,1364,1364,2,6,1,2005,2,484,192,185850
1058,NA,29959,7,6,1994,1994,973,1850,3,7,1,1994,2,467,168,248000
1059,96,11308,9,5,2008,2008,1104,2184,3,10,1,2008,3,836,0,335000
1060,NA,11275,6,7,1932,1950,854,1991,3,7,1,1977,2,432,0,220000
1061,41,4920,8,5,2001,2001,1338,1338,2,6,0,2001,2,582,0,213500
1062,120,18000,3,4,1935,1950,894,894,2,6,0,1994,3,1248,0,81000
1063,85,13600,5,5,1900,1950,662,2337,5,10,0,1945,2,560,0,90000
1064,50,6000,6,6,1925,1980,1103,1103,2,5,1,1976,2,440,166,110500
1065,NA,11000,5,6,1966,1966,1154,1154,3,6,1,1966,2,480,0,154000
1066,80,14000,7,5,1996,1997,1306,2260,3,7,0,1996,2,533,296,328000
1067,59,7837,6,7,1993,1994,799,1571,3,7,1,1993,2,380,0,178000
1068,80,9760,6,6,1964,1964,780,1611,4,7,0,1964,2,442,328,167900
1069,42,3964,6,4,1973,1973,942,2521,5,10,1,1973,2,576,728,151400
1070,60,9600,5,7,1949,2003,845,893,2,4,0,1985,2,576,0,135000
1071,72,10152,5,5,1956,1956,1048,1048,3,6,0,1956,1,286,0,135000
1072,78,11700,6,6,1968,1968,727,1556,4,8,0,1968,2,441,0,154000
1073,50,7585,5,3,1948,1950,810,1456,4,7,1,1954,1,280,0,91500
1074,75,7950,6,6,1977,1977,690,1426,3,6,0,1977,2,440,252,159500
1075,74,8556,7,5,2006,2006,1240,1240,2,5,0,2006,3,826,140,194000
1076,75,13125,7,6,1940,1984,800,1740,3,6,2,1940,1,240,0,219500
1077,60,10800,5,8,1936,1989,796,1466,3,7,1,1950,2,566,436,170000
1078,NA,15870,5,5,1969,1969,1096,1096,3,6,0,1969,1,299,240,138800
1079,37,4435,6,5,2004,2004,848,848,1,3,1,2004,2,420,140,155900
1080,65,8775,5,5,1994,1994,990,990,3,5,0,1996,1,299,0,126000
1081,80,11040,6,7,1971,2004,1258,1258,3,5,0,1971,2,528,55,145000
1082,75,7500,5,5,1963,1963,1040,1040,3,5,0,1963,1,308,0,133000
1083,70,8749,7,5,2002,2002,1459,1459,3,6,1,2002,2,527,192,192000
1084,80,8800,6,6,1964,1964,1251,1251,3,6,2,1964,1,461,0,160000
1085,NA,13031,6,5,1995,1996,691,1498,3,6,1,1995,2,409,315,187500
1086,73,9069,6,6,1992,1992,936,996,2,5,0,1992,2,564,120,147000
1087,NA,1974,4,5,1973,1973,546,1092,3,6,0,1973,1,286,120,83500
1088,85,10574,8,5,2005,2006,1082,1953,3,9,1,2005,3,1043,160,252000
1089,24,2522,7,5,2004,2004,970,1709,3,7,0,2004,2,380,0,137500
1090,37,3316,8,5,2005,2005,1247,1247,1,4,1,2005,2,550,0,197000
1091,60,8544,3,4,1950,1950,0,1040,2,6,0,1987,2,400,0,92900
1092,24,2160,7,5,1999,2000,600,1252,2,4,0,1999,2,462,0,160000
1093,60,8400,6,5,1925,1950,1181,1694,4,7,1,1925,2,576,342,136500
1094,71,9230,5,8,1965,1998,864,1200,1,6,0,1977,2,884,0,146000
1095,74,5868,5,7,1956,2000,936,936,2,4,0,1956,1,308,0,129000
1096,78,9317,6,5,2006,2006,1314,1314,3,6,1,2006,2,440,0,176432
1097,60,6882,6,7,1914,2006,684,1355,3,7,0,NA,0,0,136,127000
1098,NA,3696,8,5,1986,1986,1074,1088,2,5,0,1987,2,461,0,170000
1099,50,6000,4,6,1936,1950,672,1324,3,6,0,1936,1,240,0,128000
1100,82,11880,7,5,1978,1978,1271,1601,3,7,1,1978,2,478,0,157000
1101,60,8400,2,5,1920,1950,290,438,1,3,0,1930,1,246,0,60000
1102,61,9758,5,5,1971,1971,950,950,3,5,0,1981,1,280,0,119500
1103,70,7000,5,7,1960,2002,1010,1134,2,6,0,1960,1,254,0,135000
1104,79,8910,6,6,1959,1959,655,1194,3,6,1,1954,2,539,0,159500
1105,24,2016,5,5,1970,1970,630,1302,3,6,0,1970,2,440,0,106000
1106,98,12256,8,5,1994,1995,1463,2622,3,9,2,1994,2,712,186,325000
1107,114,10357,7,5,1990,1991,910,1442,3,6,1,1990,2,719,0,179900
1108,168,23257,7,5,2006,2006,868,2021,3,9,1,2006,2,422,0,274725
1109,NA,8063,6,5,2000,2000,924,1690,3,7,1,2000,2,463,100,181000
1110,107,11362,8,5,2004,2005,1836,1836,3,7,1,2004,3,862,125,280000
1111,NA,8000,6,5,1995,1996,773,1658,3,8,1,1995,2,431,224,188000
1112,80,10480,7,6,1976,1976,803,1964,4,8,1,1976,2,483,0,205000
1113,73,7100,5,7,1957,1957,816,816,2,5,0,1957,1,308,0,129900
1114,66,8923,5,7,1953,2006,1008,1008,2,6,0,1953,1,240,0,134500
1115,90,5400,5,7,1954,2000,833,833,2,4,0,1955,1,326,0,117000
1116,93,12085,8,5,2007,2007,1734,1734,3,7,1,2007,3,928,0,318000
1117,NA,7750,8,5,2002,2002,408,1419,3,7,1,2002,2,527,120,184100
1118,57,9764,5,7,1967,2003,894,894,3,5,0,1967,2,450,0,130000
1119,85,13825,5,6,1958,1987,533,1601,3,6,0,1958,1,300,280,140000
1120,70,7560,5,5,1959,1959,1040,1040,3,6,0,1959,1,286,140,133700
1121,59,8263,6,5,1920,1950,1012,1012,2,6,1,1920,1,308,0,118400
1122,84,10084,7,5,2005,2006,1552,1552,3,7,0,2005,3,782,144,212900
1123,NA,8926,4,3,1956,1956,672,960,3,5,0,1956,1,288,64,112000
1124,50,9405,5,9,1947,2008,698,698,2,4,0,NA,0,0,0,118000
1125,NA,9125,7,5,1992,1992,384,1482,3,7,1,1992,2,392,100,163900
1126,60,10434,4,5,1955,1955,1005,1005,2,5,1,1977,2,672,0,115000
1127,53,3684,7,5,2007,2007,1373,1555,2,7,1,2007,3,660,143,174000
1128,182,14572,7,5,2004,2004,1530,1530,3,7,1,2004,3,630,144,259000
1129,59,11796,7,5,2004,2005,847,1959,4,8,1,2004,2,434,100,215000
1130,60,7200,5,5,1980,1980,936,936,2,4,0,1980,2,672,49,140000
1131,65,7804,4,3,1928,1950,1122,1981,4,7,2,1981,2,576,431,135000
1132,63,10712,5,5,1991,1992,974,974,3,5,0,NA,0,0,0,93500
1133,90,9900,6,4,1880,1950,1008,2210,5,8,0,1930,1,205,0,117500
1134,80,9828,8,5,1995,1995,1128,2020,3,8,1,1995,2,466,0,239500
1135,57,8773,6,5,1997,1997,916,1600,3,7,1,1997,2,460,100,169000
1136,60,6180,6,5,1926,1950,960,986,2,5,1,1926,1,180,0,102000
1137,80,9600,6,5,1950,1950,1032,1252,3,6,0,1950,1,288,0,119000
1138,54,6342,5,8,1875,1996,780,1020,2,6,0,NA,0,0,0,94000
1139,NA,9819,6,5,1977,1977,1567,1567,2,5,2,1977,2,714,264,196000
1140,98,8731,5,5,1920,1950,915,1167,3,6,1,1972,2,495,0,144000
1141,60,7350,5,7,1951,1951,952,952,2,4,0,1988,2,840,0,139000
1142,NA,10304,5,7,1976,1976,780,1868,4,9,1,1976,2,484,448,197500
1143,77,9965,8,5,2006,2007,1466,2828,4,11,1,2006,3,1052,125,424870
1144,NA,9000,5,3,1959,1959,1006,1006,3,5,0,NA,0,0,0,80000
1145,60,12180,4,4,1941,1950,672,924,2,5,0,1941,1,280,0,80000
1146,52,6240,5,6,1928,1950,1042,1576,3,8,1,1928,1,225,0,149000
1147,NA,11200,6,5,1985,1985,1298,1298,3,5,1,1985,2,403,165,180000
1148,75,12000,7,7,1941,1950,704,1564,3,7,1,1941,1,234,0,174500
1149,NA,5700,7,7,1926,1950,572,1111,2,5,1,1982,1,288,0,116900
1150,50,9000,7,9,1920,1988,650,1482,3,7,0,1930,2,324,0,143000
1151,57,8280,6,5,1950,1950,932,932,2,4,1,1950,1,306,0,124000
1152,134,17755,5,4,1959,1959,1466,1466,3,6,2,1959,2,528,0,149900
1153,90,14115,6,7,1956,2004,1073,1811,2,6,1,1956,2,470,0,230000
1154,NA,5890,6,8,1930,2007,816,816,2,5,0,2002,1,432,0,120500
1155,NA,13700,7,6,1965,1988,864,1820,4,8,2,1965,2,492,60,201800
1156,90,10768,5,8,1976,2004,1437,1437,3,6,1,1976,2,528,0,218000
1157,85,9350,5,8,1965,1999,1219,1265,3,6,1,1965,2,502,0,179900
1158,34,5001,7,5,2007,2008,1314,1314,2,6,1,2008,2,626,172,230000
1159,92,11932,8,5,2007,2008,1580,1580,3,7,0,2008,3,830,0,235128
1160,76,9120,6,6,1974,1974,901,1876,4,8,1,1974,2,540,0,185000
1161,24,2280,6,5,1978,1978,855,1456,3,7,1,1978,2,440,26,146000
1162,NA,14778,6,7,1954,2006,1296,1640,3,7,1,1993,2,924,108,224000
1163,109,8724,5,5,1968,1968,894,894,3,5,1,1968,2,450,0,129000
1164,60,12900,4,4,1969,1969,1198,1258,0,6,0,1969,2,400,120,108959
1165,NA,16157,5,7,1978,1978,1360,1432,2,5,1,1978,2,588,168,194000
1166,79,9541,7,5,2009,2009,1502,1502,3,7,0,2009,2,644,0,233170
1167,64,10475,8,5,2008,2008,1694,1694,3,7,0,2008,3,776,160,245350
1168,58,10852,6,5,2000,2000,959,1671,3,7,1,2000,2,472,0,173000
1169,120,13728,6,7,1935,1986,1127,2108,4,7,2,1935,2,540,0,235000
1170,118,35760,10,5,1995,1996,1930,3627,4,10,1,1995,3,807,361,625000
1171,76,9880,6,6,1977,1977,1096,1118,3,6,1,1977,1,358,203,171000
1172,76,9120,6,6,1958,1958,1261,1261,3,6,1,1958,2,433,0,163000
1173,35,4017,7,5,2006,2007,625,1250,2,5,0,2006,2,625,0,171900
1174,138,18030,5,6,1946,1994,1598,3086,3,12,1,NA,0,0,122,200500
1175,80,16560,6,8,1932,1950,952,2345,4,9,1,1932,2,360,0,239000
1176,85,10678,8,5,1992,2000,1683,2872,4,9,1,1992,2,541,0,285000
1177,37,6951,5,5,1984,1985,876,923,3,5,0,1984,1,264,362,119500
1178,NA,3950,6,8,1926,2004,818,1224,3,5,0,1926,1,210,0,115000
1179,54,7681,5,6,1921,1950,731,1343,3,7,1,1921,1,186,192,154900
1180,77,8335,5,5,1954,1954,0,1124,3,5,1,NA,0,0,0,93000
1181,NA,11170,7,5,1990,1991,1216,2514,4,8,0,1990,2,693,0,250000
1182,64,5587,8,5,2008,2008,1600,1652,2,5,1,2008,2,482,162,392500
1183,160,15623,10,5,1996,1996,2396,4476,4,10,2,1996,3,813,171,745000
1184,60,10800,5,6,1920,1950,1120,1130,2,5,1,1970,2,720,229,120000
1185,50,35133,5,4,1963,1963,1572,1572,3,5,2,1963,3,995,0,186700
1186,60,9738,5,7,1924,1950,784,1221,4,7,0,1965,1,392,0,104900
1187,107,10615,3,5,1900,1970,978,1699,3,7,0,1920,2,420,0,95000
1188,89,12461,8,5,1994,1995,1624,1624,2,5,1,1994,3,757,0,262000
1189,68,8935,7,5,2002,2002,831,1660,3,7,0,2002,2,493,144,195000
1190,60,7500,7,5,1999,1999,994,1804,3,7,1,1999,2,442,140,189000
1191,NA,32463,4,4,1961,1975,1249,1622,3,7,1,1975,4,1356,439,168000
1192,24,2645,8,5,1999,2000,776,1441,2,5,0,1999,2,492,206,174000
1193,60,9600,5,8,1925,1994,702,1472,3,6,0,1925,1,250,0,125000
1194,NA,4500,6,5,1999,1999,1224,1224,2,5,0,1999,2,402,0,165000
1195,80,9364,6,7,1969,1969,663,1352,4,7,0,1969,1,299,379,158000
1196,51,8029,6,5,2005,2005,728,1456,3,8,0,2005,2,400,100,176000
1197,58,14054,7,5,2006,2006,879,1863,4,9,1,2006,3,660,100,219210
1198,65,8850,7,6,1916,1950,815,1690,3,7,1,1916,1,225,0,144000
1199,70,9100,7,5,2001,2001,1212,1212,3,6,0,2001,2,573,356,178000
1200,75,11235,4,5,1963,1979,1051,1382,3,6,1,1974,2,459,0,148000
1201,71,9353,4,5,1970,1970,864,864,3,5,0,1972,1,280,0,116050
1202,80,10400,7,5,1998,1998,866,1779,3,6,0,1998,2,546,198,197900
1203,50,6000,5,8,1925,1997,884,1348,3,5,1,1960,1,216,0,117000
1204,75,9750,7,5,2000,2001,1630,1630,3,6,1,2000,2,451,74,213000
1205,78,10140,5,6,1975,1975,1056,1074,3,6,0,1975,2,495,0,153500
1206,90,14684,7,7,1990,1991,2158,2196,3,7,1,1990,3,701,84,271900
1207,NA,8900,4,4,1966,1966,1056,1056,2,5,0,1966,1,384,0,107000
1208,70,9135,6,5,2003,2003,1682,1700,3,7,0,2003,2,544,192,200000
1209,70,7763,5,7,1962,1980,931,1283,3,6,0,1980,2,506,0,140000
1210,85,10182,8,5,2006,2006,1660,1660,3,8,1,2006,2,500,322,290000
1211,70,11218,6,5,1992,1992,1055,1845,3,8,1,1992,2,462,635,189000
1212,152,12134,8,7,1988,2005,559,1752,4,8,0,1988,2,492,325,164000
1213,50,9340,4,6,1941,1950,672,672,2,4,0,1941,1,234,0,113000
1214,NA,10246,4,9,1965,2001,648,960,0,3,0,1965,1,364,88,145000
1215,69,10205,5,5,1962,1962,925,999,3,6,0,1962,1,300,150,134500
1216,99,7094,5,5,1966,1966,894,894,3,5,0,1966,1,384,0,125000
1217,68,8930,6,5,1978,1978,0,1902,4,8,0,1978,2,539,0,112000
1218,72,8640,8,5,2009,2009,1300,1314,3,6,0,2009,2,552,135,229456
1219,52,6240,4,5,1947,1950,0,912,2,3,0,NA,0,0,0,80500
1220,21,1680,6,5,1971,1971,672,1218,3,7,0,NA,0,0,201,91500
1221,66,7800,5,5,1964,1964,912,912,2,5,0,1964,1,288,0,115000
1222,55,8250,5,5,1968,1968,952,1211,3,5,1,1968,1,322,0,134000
1223,78,10496,6,6,1949,1950,1040,1846,3,7,1,1949,1,315,0,143000
1224,89,10680,5,3,1951,1951,2136,2136,4,7,0,1951,2,528,0,137900
1225,60,15384,7,5,2004,2005,788,1490,3,8,1,2004,2,388,100,184000
1226,65,10482,6,8,1958,1958,588,1138,3,6,0,1958,1,264,224,145000
1227,86,14598,6,5,2007,2007,894,1933,4,9,1,2007,3,668,100,214000
1228,72,8872,5,8,1965,2008,912,912,2,5,0,1992,2,576,0,147000
1229,65,8769,9,5,2008,2008,1702,1702,1,7,1,2008,3,1052,0,367294
1230,70,7910,5,5,1960,1960,1075,1507,4,7,0,1960,1,404,0,127000
1231,NA,18890,5,5,1977,1977,1361,2620,4,12,1,1977,2,600,155,190000
1232,70,7728,5,6,1962,1962,1106,1190,3,6,0,1962,2,540,0,132500
1233,70,9842,4,5,1962,1962,0,1224,2,6,0,1962,2,462,0,101800
1234,NA,12160,5,5,1959,1959,1188,1188,3,6,0,1959,2,531,0,142000
1235,55,8525,5,6,1911,1950,940,1964,4,7,0,NA,0,0,0,130000
1236,96,13132,5,5,1914,1950,747,1784,4,9,0,1914,1,180,203,138887
1237,36,2628,7,5,2003,2003,764,1626,2,6,0,2003,2,474,0,175500
1238,41,12393,7,5,2004,2005,847,1948,4,8,1,2004,2,434,100,195000
1239,63,13072,6,5,2005,2005,1141,1141,3,6,0,2005,2,484,0,142500
1240,64,9037,8,5,2006,2006,1476,1484,2,6,1,2006,2,472,120,265900
1241,65,8158,7,5,2003,2003,884,1768,3,8,0,2003,2,543,0,224900
1242,83,9849,7,6,2007,2007,1689,1689,3,7,0,2007,3,954,0,248328
1243,85,10625,7,6,1974,1974,1053,1173,3,6,2,1974,2,528,0,170000
1244,107,13891,10,5,2006,2006,2076,2076,2,7,1,2006,3,850,216,465000
1245,NA,11435,8,7,1929,1950,792,1517,3,7,2,1931,2,400,0,230000
1246,78,12090,6,7,1984,2003,585,1868,3,7,1,1984,2,477,268,178000
1247,65,8125,7,5,2005,2006,756,1553,3,6,0,2005,2,615,0,186500
1248,NA,12328,6,5,1976,1976,1012,1034,3,6,0,1976,3,888,0,169900
1249,60,9600,6,5,1917,1950,735,2058,3,8,1,1950,2,396,0,129500
1250,60,7200,5,7,1950,1950,876,988,3,6,0,1950,1,276,0,119000
1251,93,11160,7,5,1968,1968,2110,2110,3,8,2,1968,2,522,0,244000
1252,NA,3136,7,5,2003,2003,1405,1405,2,6,1,2003,2,478,148,171750
1253,62,9858,5,6,1968,1968,864,874,3,5,0,1968,1,288,33,130000
1254,NA,17542,7,7,1974,2003,1192,2167,3,9,2,1974,2,518,220,294000
1255,60,6931,7,5,2003,2004,746,1656,3,7,1,2003,2,397,178,165400
1256,52,6240,6,6,1931,1950,884,1367,3,6,1,1978,1,560,0,127500
1257,91,14303,8,5,1994,1994,1986,1987,2,7,1,1994,2,691,262,301500
1258,56,4060,5,8,1922,1950,864,864,2,4,0,NA,0,0,0,99900
1259,59,9587,7,5,2005,2005,856,1166,2,5,0,2005,2,400,212,190000
1260,65,9750,6,8,1969,1969,1054,1054,3,6,0,1969,2,460,180,151000
1261,NA,24682,6,5,1999,1999,841,1675,3,7,1,1999,2,502,0,181000
1262,80,9600,5,6,1956,1956,1050,1050,2,5,0,1956,1,338,0,128900
1263,NA,11250,4,5,1957,1989,1104,1788,5,8,2,1957,1,304,120,161500
1264,60,13515,6,6,1919,1950,764,1824,3,8,1,1940,2,520,0,180500
1265,34,4060,6,5,1998,1999,1405,1337,2,5,0,1998,2,511,144,181000
1266,35,3735,7,5,1999,1999,691,1452,3,6,0,1999,2,506,0,183900
1267,60,10120,7,4,1910,1950,925,1889,4,9,1,1960,1,308,0,122000
1268,89,13214,9,5,2008,2009,2002,2018,3,10,1,2009,3,746,144,378500
1269,NA,14100,8,9,1935,1997,728,3447,4,11,2,1982,3,1014,314,381000
1270,78,11344,5,5,1958,1958,874,1524,3,7,0,1958,1,315,0,144000
1271,NA,23595,7,6,1979,1979,1332,1524,0,4,1,1979,2,586,268,260000
1272,NA,9156,6,7,1968,1968,1489,1489,3,7,1,1968,2,462,0,185750
1273,NA,13526,5,6,1965,1965,935,935,3,5,0,1965,1,288,180,137000
1274,124,11512,6,7,1959,2006,1019,1357,2,5,1,1959,1,312,0,177000
1275,53,5362,5,6,1910,2003,661,1250,3,8,1,1985,2,552,242,139000
1276,95,11345,5,5,1948,1950,928,1920,4,10,0,1948,2,400,0,137000
1277,NA,12936,6,6,1972,1972,723,1395,3,6,1,1972,2,497,294,162000
1278,NA,17871,6,5,1967,1976,1680,1724,3,7,1,1967,2,480,0,197900
1279,75,9473,8,5,2002,2002,1128,2031,3,7,1,2002,2,577,0,237000
1280,60,7500,4,4,1920,1950,698,1128,2,6,0,1980,2,528,30,68400
1281,67,9808,7,5,2002,2002,1573,1573,3,6,0,2002,2,544,0,227000
1282,50,8049,7,5,1990,1990,1309,1339,2,6,1,1990,2,484,0,180000
1283,61,8800,5,7,1977,2008,1040,1040,3,5,0,1977,2,484,0,150500
1284,94,9400,6,5,1971,1971,912,1824,4,8,0,NA,0,0,128,139000
1285,50,9638,6,7,1919,1990,804,2447,4,10,1,1969,1,336,272,169000
1286,50,6000,6,6,1939,1950,780,1412,4,6,1,1939,1,280,45,132500
1287,NA,9790,6,5,1963,1963,1328,1328,3,6,2,1963,2,528,0,143000
1288,NA,36500,5,5,1964,1964,1624,1582,4,7,0,1964,2,390,168,190000
1289,40,5664,8,5,2000,2000,1501,1659,2,5,1,2000,2,499,212,278000
1290,86,11065,8,5,2006,2006,1085,1970,3,8,1,2006,3,753,177,281000
1291,NA,14112,5,7,1964,1964,1152,1152,3,6,1,1964,2,484,227,180500
1292,21,1680,5,7,1972,1972,630,1302,3,6,0,1972,1,264,185,119500
1293,60,6600,5,4,1892,1965,994,2372,4,11,0,1985,1,432,0,107500
1294,78,10140,7,5,1976,1976,832,1664,4,8,1,1976,2,528,0,162900
1295,60,8172,5,7,1955,1990,864,864,2,5,0,1957,2,572,0,115000
1296,70,8400,5,5,1968,1968,1052,1052,3,5,0,1968,1,288,356,138500
1297,80,8700,5,6,1963,1963,1120,1128,3,6,0,1963,2,525,192,155000
1298,35,3675,6,5,2005,2006,547,1072,2,5,0,2005,2,525,0,140000
1299,313,63887,10,5,2008,2008,6110,5642,3,12,3,2008,2,1418,214,160000
1300,75,7500,5,7,1959,1994,1246,1246,3,6,0,1959,1,305,218,154000
1301,NA,10762,7,5,1999,1999,978,1983,3,9,1,1999,2,490,0,225000
1302,NA,7500,6,7,1942,1950,771,1494,3,7,2,1942,1,213,0,177500
1303,92,10120,8,5,1994,1994,1165,2526,4,8,1,1994,3,844,309,290000
1304,73,8688,7,5,2005,2005,1616,1616,3,7,0,2005,3,834,208,232000
1305,32,3363,7,5,2004,2004,976,1708,3,7,0,2004,2,380,0,130000
1306,108,13173,9,5,2006,2007,1652,1652,2,6,2,2006,2,840,404,325000
1307,48,6955,7,5,2005,2006,1368,1368,2,6,1,2005,2,474,132,202500
1308,60,8072,5,5,1994,1995,990,990,3,5,0,2000,2,480,0,138000
1309,100,12000,5,7,1948,2005,924,1122,2,6,0,1948,2,528,0,147000
1310,NA,7153,6,5,1991,1991,1278,1294,3,6,0,1991,2,496,112,179200
1311,100,17500,7,8,1959,2002,1902,1902,3,7,2,1959,2,567,0,335000
1312,68,8814,7,5,2005,2007,1274,1274,3,6,0,2005,2,508,264,203000
1313,NA,9572,8,5,1990,1990,1453,2810,4,9,1,1990,2,750,500,302000
1314,108,14774,9,5,1999,1999,1393,2599,4,10,1,1999,3,779,668,333168
1315,60,8190,4,6,1954,1954,948,948,3,5,1,1956,1,280,0,119000
1316,85,11075,6,5,1969,1969,952,2112,4,9,2,1969,2,576,280,206900
1317,61,10226,8,5,2008,2008,1622,1630,3,8,1,2008,3,860,172,295493
1318,47,4230,7,5,2006,2007,1352,1352,2,5,1,2006,2,466,0,208900
1319,NA,14781,8,5,2001,2002,1753,1787,3,7,1,2001,3,748,198,275000
1320,75,10215,4,5,1954,1954,864,948,3,5,0,1954,1,248,0,111000
1321,70,8400,6,3,1957,1957,1478,1478,3,6,2,1957,2,442,114,156500
1322,NA,6627,3,6,1949,1950,0,720,2,4,0,1955,1,287,0,72500
1323,107,10186,7,5,1992,1992,750,1923,3,8,1,1992,2,564,240,190000
1324,50,5330,4,7,1940,1950,420,708,2,5,0,NA,0,0,164,82500
1325,75,9986,8,5,2006,2007,1795,1795,2,7,1,2007,3,895,0,147000
1326,40,3636,4,4,1922,1950,796,796,2,5,0,NA,0,0,0,55000
1327,70,4270,3,6,1931,2006,544,774,3,6,0,NA,0,0,0,79000
1328,60,6600,5,9,1982,2008,816,816,3,5,1,1982,1,264,0,130500
1329,60,10440,6,7,1920,1950,1510,2792,5,8,2,1920,2,520,0,256000
1330,63,9084,7,5,1998,1998,935,1632,3,8,1,1998,2,462,0,176500
1331,85,10000,8,5,2006,2006,1588,1588,3,7,1,2006,3,825,144,227000
1332,55,10780,5,5,1976,1976,911,954,3,6,0,1976,2,576,0,132500
1333,67,8877,4,6,1938,1958,816,816,2,3,1,1958,1,288,0,100000
1334,60,7200,5,6,1938,1995,803,1360,2,6,0,1951,1,297,0,125500
1335,24,2368,5,6,1970,1970,765,1365,3,7,0,1970,2,440,0,125000
1336,80,9650,6,5,1977,1977,1350,1334,2,6,1,1977,2,630,0,167900
1337,87,9246,5,5,1973,1973,1656,1656,4,8,0,1973,2,506,0,135000
1338,153,4118,4,4,1941,1950,693,693,2,4,0,NA,0,0,0,52500
1339,95,13450,7,5,2002,2002,916,1861,3,8,0,2002,2,492,146,200000
1340,120,9560,5,7,1972,1972,864,864,3,5,0,1972,1,288,0,128500
1341,70,8294,4,5,1971,1971,858,872,3,5,0,1974,4,480,0,123000
1342,66,13695,6,5,2003,2004,1114,1114,3,6,0,2004,2,576,0,155000
1343,NA,9375,8,5,2002,2002,1284,2169,3,7,1,2002,2,647,192,228500
1344,57,7558,6,6,1928,1950,896,1913,3,9,1,1929,2,342,0,177000
1345,85,11103,7,5,2006,2006,728,1456,3,8,1,2006,2,440,0,155835
1346,50,6000,4,4,1920,1950,960,960,2,5,0,1997,1,308,0,108500
1347,NA,20781,7,7,1968,2003,1568,2156,3,9,1,1968,2,508,0,262500
1348,93,15306,8,5,2006,2007,1732,1776,3,7,1,2006,3,712,0,283463
1349,NA,16196,7,5,1998,1998,1482,1494,3,5,1,1998,2,514,402,215000
1350,50,5250,8,5,1872,1987,684,2358,4,8,0,NA,0,0,0,122000
1351,91,11643,5,5,1969,1969,1248,2634,6,12,0,1969,4,968,0,200000
1352,70,9247,6,6,1962,1962,858,1716,4,8,1,1962,2,490,0,171000
1353,50,6000,6,9,1937,2000,698,1176,2,4,0,1999,2,624,210,134900
1354,56,14720,8,5,1995,1996,2033,3238,4,9,1,1996,3,666,283,410000
1355,NA,10316,7,5,2000,2000,992,1865,3,7,1,2000,3,839,0,235000
